#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABL1	CDK1	9606.ENSP00000361423	9606.ENSP00000378699	0	0	0	0.659	0.067	0.334	0	0.192	0.454
ABL1	ITK	9606.ENSP00000361423	9606.ENSP00000398655	0	0	0.077	0.799	0	0	0	0.439	0.460
ABL1	LYN	9606.ENSP00000361423	9606.ENSP00000428924	0	0	0.068	0.877	0.060	0	0	0.441	0.467
ABL1	MAPK8	9606.ENSP00000361423	9606.ENSP00000378974	0	0	0	0.581	0.044	0.088	0	0.445	0.473
ABL1	TNF	9606.ENSP00000361423	9606.ENSP00000398698	0	0	0	0	0	0.057	0	0.471	0.479
ABL1	JAK1	9606.ENSP00000361423	9606.ENSP00000499900	0	0	0	0.574	0.064	0.292	0	0.280	0.482
ABL1	TGFBR1	9606.ENSP00000361423	9606.ENSP00000447297	0	0	0	0.577	0.073	0	0	0.477	0.494
ABL1	MPL	9606.ENSP00000361423	9606.ENSP00000361548	0	0	0	0	0	0.045	0	0.507	0.509
ABL1	AR	9606.ENSP00000361423	9606.ENSP00000363822	0	0	0	0	0.042	0.178	0	0.428	0.511
ABL1	IGF1R	9606.ENSP00000361423	9606.ENSP00000497069	0	0	0	0.604	0.049	0	0	0.522	0.525
ABL1	RAF1	9606.ENSP00000361423	9606.ENSP00000401888	0	0	0	0.590	0.044	0	0	0.531	0.532
ABL1	ESR1	9606.ENSP00000361423	9606.ENSP00000405330	0	0	0	0	0	0.071	0	0.528	0.543
ABL1	FGR	9606.ENSP00000361423	9606.ENSP00000363117	0	0	0.074	0.879	0.063	0	0	0.533	0.559
ABL1	HCK	9606.ENSP00000361423	9606.ENSP00000365012	0	0	0.069	0.877	0.060	0.510	0	0.109	0.567
ABL1	PTPRC	9606.ENSP00000361423	9606.ENSP00000411355	0	0	0	0	0.067	0.097	0	0.533	0.573
ABL1	MME	9606.ENSP00000361423	9606.ENSP00000418525	0	0	0	0	0	0	0	0.574	0.574
ABL1	SYK	9606.ENSP00000361423	9606.ENSP00000364898	0	0	0	0.730	0.053	0	0	0.592	0.597
ABL1	PTPN11	9606.ENSP00000361423	9606.ENSP00000489597	0	0	0	0.556	0.063	0.097	0	0.568	0.603
ABL1	ALOX5	9606.ENSP00000361423	9606.ENSP00000363512	0	0	0	0	0.083	0.066	0	0.575	0.605
ABL1	PAK4	9606.ENSP00000361423	9606.ENSP00000469413	0	0	0	0.570	0.060	0.629	0	0.122	0.668
ABL1	BCL2	9606.ENSP00000361423	9606.ENSP00000381185	0	0	0	0	0.055	0	0	0.668	0.673
ABL1	SRC	9606.ENSP00000361423	9606.ENSP00000362680	0	0	0.078	0.877	0.107	0.591	0	0.161	0.680
ABL1	BCL2L1	9606.ENSP00000361423	9606.ENSP00000365230	0	0	0	0	0.055	0.292	0	0.618	0.722
ABL1	CDC42	9606.ENSP00000361423	9606.ENSP00000497733	0	0	0	0	0.074	0.110	0.500	0.532	0.781
ABL1	PIK3R1	9606.ENSP00000361423	9606.ENSP00000428056	0	0	0	0.551	0.062	0.793	0	0.203	0.832
ABL1	CDK5	9606.ENSP00000361423	9606.ENSP00000419782	0	0	0	0.655	0	0.045	0.800	0.519	0.900
ABL1	EPHB2	9606.ENSP00000361423	9606.ENSP00000383053	0	0	0	0.612	0.075	0.293	0.900	0.437	0.958
ABL1	NTRK1	9606.ENSP00000361423	9606.ENSP00000431418	0	0	0	0.642	0	0.510	0.900	0.212	0.958
ABL1	GRB2	9606.ENSP00000361423	9606.ENSP00000376345	0	0	0	0.748	0.083	0.846	0.900	0.973	0.999
ACACA	SIRT1	9606.ENSP00000483300	9606.ENSP00000212015	0	0	0	0	0	0.301	0	0.448	0.598
ACACA	GCK	9606.ENSP00000483300	9606.ENSP00000223366	0	0	0	0	0.074	0	0	0.484	0.502
ACACA	FAAH	9606.ENSP00000483300	9606.ENSP00000243167	0.057	0	0	0	0.077	0	0.449	0.289	0.613
ACACA	LIPE	9606.ENSP00000483300	9606.ENSP00000244289	0.042	0	0	0	0	0	0	0.680	0.680
ACACA	ALOX12	9606.ENSP00000483300	9606.ENSP00000251535	0	0	0	0	0.059	0	0	0.722	0.727
ACACA	MLYCD	9606.ENSP00000483300	9606.ENSP00000262430	0	0	0	0	0.042	0	0.900	0.675	0.966
ACACA	MGLL	9606.ENSP00000483300	9606.ENSP00000265052	0.077	0	0	0	0	0	0	0.460	0.480
ACACA	SQLE	9606.ENSP00000483300	9606.ENSP00000265896	0	0	0	0	0.128	0	0	0.525	0.568
ACACA	PPARG	9606.ENSP00000483300	9606.ENSP00000287820	0	0	0	0	0.044	0	0	0.702	0.703
ACACA	HMGCR	9606.ENSP00000483300	9606.ENSP00000287936	0	0	0	0	0.134	0	0	0.762	0.785
ACACA	PLIN1	9606.ENSP00000483300	9606.ENSP00000300055	0	0	0	0	0.055	0	0	0.495	0.503
ACACA	FASN	9606.ENSP00000483300	9606.ENSP00000304592	0.055	0	0	0	0.572	0.073	0.900	0.964	0.998
ACACA	PPARD	9606.ENSP00000483300	9606.ENSP00000310928	0	0	0	0	0	0	0	0.445	0.445
ACACA	FADS1	9606.ENSP00000483300	9606.ENSP00000322229	0.042	0	0	0	0.072	0	0	0.433	0.452
ACACA	ACACB	9606.ENSP00000483300	9606.ENSP00000341044	0	0	0.052	0.977	0.049	0.459	0.900	0.424	0.966
ACACA	PRKAA1	9606.ENSP00000483300	9606.ENSP00000346148	0	0	0	0	0.042	0.473	0.900	0.675	0.981
ACACA	FDPS	9606.ENSP00000483300	9606.ENSP00000349078	0.052	0	0	0	0.184	0	0	0.397	0.493
ACACA	MTOR	9606.ENSP00000483300	9606.ENSP00000354558	0	0	0	0	0.081	0	0	0.463	0.486
ACACA	HSD11B1	9606.ENSP00000483300	9606.ENSP00000355995	0.045	0	0	0	0.104	0.052	0.174	0.243	0.400
ACACA	SCD	9606.ENSP00000483300	9606.ENSP00000359380	0	0	0	0	0.444	0	0	0.892	0.937
ACACA	CPT1B	9606.ENSP00000483300	9606.ENSP00000379011	0	0	0	0	0	0	0	0.553	0.553
ACACA	PPARA	9606.ENSP00000483300	9606.ENSP00000385523	0	0	0	0	0	0	0	0.721	0.721
ACACA	TNF	9606.ENSP00000483300	9606.ENSP00000398698	0	0	0	0	0	0	0	0.575	0.575
ACACA	RPS6KA1	9606.ENSP00000483300	9606.ENSP00000435412	0	0	0	0	0.042	0.218	0	0.421	0.528
ACACA	NR1H4	9606.ENSP00000483300	9606.ENSP00000447149	0	0	0	0	0.067	0	0	0.416	0.432
ACACA	AKT1	9606.ENSP00000483300	9606.ENSP00000451828	0	0	0	0	0.049	0.046	0	0.491	0.497
ACACA	NR1H3	9606.ENSP00000483300	9606.ENSP00000477707	0	0	0	0	0.061	0	0	0.618	0.626
ACACA	FDFT1	9606.ENSP00000483300	9606.ENSP00000491537	0	0	0	0	0.128	0.073	0	0.399	0.471
ACACB	ATIC	9606.ENSP00000341044	9606.ENSP00000236959	0.120	0	0	0	0.107	0	0	0.445	0.526
ACACB	FAAH	9606.ENSP00000341044	9606.ENSP00000243167	0.057	0	0	0	0.084	0	0.449	0.204	0.570
ACACB	LIPE	9606.ENSP00000341044	9606.ENSP00000244289	0.042	0	0	0	0.131	0	0	0.513	0.559
ACACB	MLYCD	9606.ENSP00000341044	9606.ENSP00000262430	0	0	0	0	0.139	0	0.900	0.535	0.956
ACACB	PPARG	9606.ENSP00000341044	9606.ENSP00000287820	0	0	0	0	0.064	0	0	0.490	0.503
ACACB	HMGCR	9606.ENSP00000341044	9606.ENSP00000287936	0	0	0	0	0	0	0	0.605	0.605
ACACB	PLIN1	9606.ENSP00000341044	9606.ENSP00000300055	0	0	0	0	0.196	0	0	0.377	0.478
ACACB	FASN	9606.ENSP00000341044	9606.ENSP00000304592	0.055	0	0	0	0.308	0	0.900	0.908	0.993
ACACB	PPARD	9606.ENSP00000341044	9606.ENSP00000310928	0	0	0	0	0	0.132	0	0.340	0.403
ACACB	PPARA	9606.ENSP00000341044	9606.ENSP00000385523	0	0	0	0	0.062	0	0	0.589	0.598
ACACB	SCD	9606.ENSP00000341044	9606.ENSP00000359380	0	0	0	0	0.299	0	0	0.664	0.754
ACACB	PRKAA1	9606.ENSP00000341044	9606.ENSP00000346148	0	0	0	0	0.049	0.238	0.900	0.308	0.943
ACACB	CPT1B	9606.ENSP00000341044	9606.ENSP00000379011	0	0	0	0	0.049	0	0.900	0.574	0.956
ACE	SIRT1	9606.ENSP00000290866	9606.ENSP00000212015	0	0	0	0	0	0	0	0.489	0.489
ACE	MIF	9606.ENSP00000290866	9606.ENSP00000215754	0	0	0	0	0	0	0	0.408	0.408
ACE	MAPK1	9606.ENSP00000290866	9606.ENSP00000215832	0	0	0	0	0	0	0	0.535	0.535
ACE	CTSG	9606.ENSP00000290866	9606.ENSP00000216336	0	0	0	0	0	0	0	0.472	0.472
ACE	BDKRB1	9606.ENSP00000290866	9606.ENSP00000216629	0	0	0	0	0	0	0	0.874	0.874
ACE	MMP2	9606.ENSP00000290866	9606.ENSP00000219070	0	0	0	0	0	0	0	0.483	0.483
ACE	PLAT	9606.ENSP00000290866	9606.ENSP00000220809	0	0	0	0	0	0	0	0.676	0.676
ACE	SERPINE1	9606.ENSP00000290866	9606.ENSP00000223095	0	0	0	0	0	0.046	0	0.708	0.710
ACE	MPO	9606.ENSP00000290866	9606.ENSP00000225275	0	0	0	0	0.069	0	0	0.549	0.562
ACE	NFKB1	9606.ENSP00000290866	9606.ENSP00000226574	0	0	0	0	0	0	0	0.476	0.476
ACE	MAPK14	9606.ENSP00000290866	9606.ENSP00000229795	0	0	0	0	0	0	0	0.571	0.571
ACE	NR3C1	9606.ENSP00000290866	9606.ENSP00000231509	0	0	0	0	0	0	0	0.631	0.631
ACE	CTSD	9606.ENSP00000290866	9606.ENSP00000236671	0	0	0	0	0.048	0	0	0.644	0.647
ACE	TTR	9606.ENSP00000290866	9606.ENSP00000237014	0	0	0	0	0.078	0	0	0.475	0.495
ACE	CMA1	9606.ENSP00000290866	9606.ENSP00000250378	0	0	0	0	0.064	0	0	0.842	0.846
ACE	LGALS3	9606.ENSP00000290866	9606.ENSP00000254301	0	0	0	0	0	0	0	0.436	0.436
ACE	ADAM10	9606.ENSP00000290866	9606.ENSP00000260408	0	0	0	0	0.053	0	0	0.451	0.458
ACE	CYP2C9	9606.ENSP00000290866	9606.ENSP00000260682	0	0	0	0	0	0	0	0.462	0.462
ACE	SLC6A4	9606.ENSP00000290866	9606.ENSP00000261707	0	0	0	0	0.049	0.045	0	0.400	0.407
ACE	PDGFRB	9606.ENSP00000290866	9606.ENSP00000261799	0	0	0	0	0.044	0	0	0.463	0.465
ACE	ITGA2B	9606.ENSP00000290866	9606.ENSP00000262407	0	0	0	0	0.044	0	0	0.419	0.420
ACE	ATP4A	9606.ENSP00000290866	9606.ENSP00000262623	0	0	0	0	0	0	0	0.771	0.771
ACE	NOX4	9606.ENSP00000290866	9606.ENSP00000263317	0	0	0	0	0	0	0	0.640	0.640
ACE	TYR	9606.ENSP00000290866	9606.ENSP00000263321	0	0	0	0	0	0	0	0.544	0.544
ACE	KDR	9606.ENSP00000290866	9606.ENSP00000263923	0	0	0	0	0.060	0	0	0.512	0.521
ACE	BCHE	9606.ENSP00000290866	9606.ENSP00000264381	0	0	0	0	0	0	0	0.489	0.489
ACE	ICAM1	9606.ENSP00000290866	9606.ENSP00000264832	0	0	0	0	0	0	0	0.581	0.581
ACE	ENPEP	9606.ENSP00000290866	9606.ENSP00000265162	0	0	0	0	0.105	0	0	0.613	0.639
ACE	SLC5A1	9606.ENSP00000290866	9606.ENSP00000266088	0	0	0	0	0.077	0	0	0.398	0.421
ACE	ERBB2	9606.ENSP00000290866	9606.ENSP00000269571	0	0	0	0	0.044	0	0	0.400	0.401
ACE	PNMT	9606.ENSP00000290866	9606.ENSP00000269582	0	0	0	0	0	0	0	0.437	0.437
ACE	REN	9606.ENSP00000290866	9606.ENSP00000272190	0	0	0	0	0.044	0	0	0.987	0.987
ACE	EGFR	9606.ENSP00000290866	9606.ENSP00000275493	0	0	0	0	0	0	0	0.419	0.419
ACE	APP	9606.ENSP00000290866	9606.ENSP00000284981	0	0	0	0	0	0	0	0.516	0.516
ACE	AKR1B1	9606.ENSP00000290866	9606.ENSP00000285930	0	0	0	0	0.051	0	0	0.476	0.481
ACE	PPARG	9606.ENSP00000290866	9606.ENSP00000287820	0	0	0	0	0.054	0	0	0.669	0.674
ACE	HMGCR	9606.ENSP00000290866	9606.ENSP00000287936	0	0	0	0	0	0	0	0.806	0.806
ACE	CCR5	9606.ENSP00000290866	9606.ENSP00000292303	0	0	0	0	0.062	0	0	0.387	0.401
ACE	BCL2	9606.ENSP00000290866	9606.ENSP00000381185	0	0	0	0	0	0	0	0.403	0.403
ACE	F7	9606.ENSP00000290866	9606.ENSP00000364731	0	0	0	0	0	0	0	0.406	0.406
ACE	ITGB1	9606.ENSP00000290866	9606.ENSP00000379350	0	0	0	0	0	0.292	0	0.211	0.417
ACE	BACE1	9606.ENSP00000290866	9606.ENSP00000318585	0	0	0	0	0.042	0	0	0.429	0.430
ACE	MTOR	9606.ENSP00000290866	9606.ENSP00000354558	0	0	0	0	0	0	0	0.436	0.436
ACE	NOS1	9606.ENSP00000290866	9606.ENSP00000477999	0	0	0	0	0.049	0	0	0.439	0.443
ACE	OGA	9606.ENSP00000290866	9606.ENSP00000354850	0	0	0	0	0	0	0	0.446	0.446
ACE	HSD11B2	9606.ENSP00000290866	9606.ENSP00000316786	0	0	0	0	0.069	0	0	0.430	0.447
ACE	CYP2C19	9606.ENSP00000290866	9606.ENSP00000360372	0	0	0	0	0	0	0	0.452	0.452
ACE	EDNRB	9606.ENSP00000290866	9606.ENSP00000366416	0	0	0	0	0.050	0	0	0.451	0.456
ACE	CTSS	9606.ENSP00000290866	9606.ENSP00000357981	0	0	0	0	0	0	0	0.460	0.460
ACE	CYP2D6	9606.ENSP00000290866	9606.ENSP00000496150	0	0	0	0	0	0	0	0.462	0.462
ACE	CASP3	9606.ENSP00000290866	9606.ENSP00000311032	0	0	0	0	0	0	0	0.463	0.463
ACE	MAOB	9606.ENSP00000290866	9606.ENSP00000367309	0	0	0	0	0.057	0	0	0.463	0.472
ACE	CTSB	9606.ENSP00000290866	9606.ENSP00000345672	0	0	0	0	0.059	0	0	0.475	0.484
ACE	CTSL	9606.ENSP00000290866	9606.ENSP00000345344	0	0	0	0	0	0	0	0.495	0.495
ACE	MAOA	9606.ENSP00000290866	9606.ENSP00000340684	0	0	0	0	0.057	0	0	0.494	0.503
ACE	HSP90AB1	9606.ENSP00000290866	9606.ENSP00000360609	0	0	0	0	0	0	0	0.504	0.504
ACE	ESR1	9606.ENSP00000290866	9606.ENSP00000405330	0	0	0	0	0.042	0	0	0.506	0.507
ACE	HSP90AA1	9606.ENSP00000290866	9606.ENSP00000335153	0	0	0	0	0	0	0	0.509	0.509
ACE	CDC42	9606.ENSP00000290866	9606.ENSP00000497733	0	0	0	0	0.046	0.071	0	0.505	0.523
ACE	TLR4	9606.ENSP00000290866	9606.ENSP00000363089	0	0	0	0	0.042	0	0	0.528	0.528
ACE	EDNRA	9606.ENSP00000290866	9606.ENSP00000315011	0	0	0	0	0	0	0	0.530	0.530
ACE	CYP3A4	9606.ENSP00000290866	9606.ENSP00000498939	0	0	0	0	0.082	0	0	0.515	0.535
ACE	PPARA	9606.ENSP00000290866	9606.ENSP00000385523	0	0	0	0	0.042	0	0	0.539	0.539
ACE	PRCP	9606.ENSP00000290866	9606.ENSP00000377055	0	0	0	0	0	0	0	0.540	0.540
ACE	PDE5A	9606.ENSP00000290866	9606.ENSP00000347046	0	0	0	0	0	0	0	0.571	0.571
ACE	PTGS2	9606.ENSP00000290866	9606.ENSP00000356438	0	0	0	0	0.054	0	0	0.571	0.576
ACE	VCAM1	9606.ENSP00000290866	9606.ENSP00000294728	0	0	0	0	0	0	0	0.580	0.580
ACE	MMP1	9606.ENSP00000290866	9606.ENSP00000322788	0	0	0	0	0	0	0	0.598	0.598
ACE	PLG	9606.ENSP00000290866	9606.ENSP00000308938	0	0	0	0	0	0	0	0.614	0.614
ACE	AKT1	9606.ENSP00000290866	9606.ENSP00000451828	0	0	0	0	0.042	0	0	0.626	0.627
ACE	ALOX5AP	9606.ENSP00000290866	9606.ENSP00000479870	0	0	0	0	0	0	0	0.635	0.635
ACE	F2	9606.ENSP00000290866	9606.ENSP00000308541	0	0	0	0	0	0	0	0.640	0.640
ACE	F3	9606.ENSP00000290866	9606.ENSP00000334145	0	0	0	0	0	0	0	0.641	0.641
ACE	P2RY12	9606.ENSP00000290866	9606.ENSP00000307259	0	0	0	0	0	0	0	0.641	0.641
ACE	PREP	9606.ENSP00000290866	9606.ENSP00000499089	0	0	0	0	0	0	0	0.642	0.642
ACE	COMT	9606.ENSP00000290866	9606.ENSP00000354511	0	0	0	0	0	0	0	0.665	0.665
ACE	ECE1	9606.ENSP00000290866	9606.ENSP00000364028	0	0	0	0	0.043	0	0	0.672	0.672
ACE	TNF	9606.ENSP00000290866	9606.ENSP00000398698	0	0	0	0	0.044	0	0	0.720	0.720
ACE	XDH	9606.ENSP00000290866	9606.ENSP00000368727	0	0	0	0	0	0	0	0.724	0.724
ACE	NOS3	9606.ENSP00000290866	9606.ENSP00000297494	0	0	0	0	0.066	0	0	0.724	0.731
ACE	MMP9	9606.ENSP00000290866	9606.ENSP00000361405	0	0	0	0	0.061	0	0	0.727	0.733
ACE	ACHE	9606.ENSP00000290866	9606.ENSP00000303211	0	0	0	0	0.063	0	0	0.727	0.733
ACE	SELE	9606.ENSP00000290866	9606.ENSP00000331736	0	0	0	0	0.042	0	0	0.774	0.774
ACE	SLC5A2	9606.ENSP00000290866	9606.ENSP00000327943	0	0	0	0	0.070	0	0	0.773	0.780
ACE	FURIN	9606.ENSP00000290866	9606.ENSP00000483552	0	0	0	0	0	0	0	0.803	0.803
ACE	ANPEP	9606.ENSP00000290866	9606.ENSP00000300060	0	0	0	0	0.134	0	0	0.796	0.816
ACE	ADAM17	9606.ENSP00000290866	9606.ENSP00000309968	0	0	0	0	0.087	0	0	0.814	0.823
ACE	CYP11B2	9606.ENSP00000290866	9606.ENSP00000325822	0	0	0	0	0.061	0	0	0.864	0.867
ACE	DPP4	9606.ENSP00000290866	9606.ENSP00000353731	0	0	0	0	0.055	0	0	0.872	0.874
ACE	MME	9606.ENSP00000290866	9606.ENSP00000418525	0	0	0	0	0	0	0	0.882	0.882
ACE	NR3C2	9606.ENSP00000290866	9606.ENSP00000350815	0	0	0	0	0	0	0	0.891	0.891
ACE	ALB	9606.ENSP00000290866	9606.ENSP00000295897	0	0	0	0	0	0	0	0.912	0.912
ACE	BDKRB2	9606.ENSP00000290866	9606.ENSP00000450482	0	0	0	0	0.042	0.322	0	0.883	0.917
ACE	AGTR2	9606.ENSP00000290866	9606.ENSP00000360973	0	0	0	0	0.042	0	0	0.948	0.948
ACE	AGTR1	9606.ENSP00000290866	9606.ENSP00000398832	0	0	0	0	0.042	0	0	0.974	0.974
ACHE	FAAH	9606.ENSP00000303211	9606.ENSP00000243167	0	0	0	0	0.074	0	0	0.397	0.418
ACHE	CHRNB4	9606.ENSP00000303211	9606.ENSP00000261751	0	0	0	0	0	0.045	0	0.504	0.506
ACHE	TYR	9606.ENSP00000303211	9606.ENSP00000263321	0	0	0	0	0.053	0.057	0	0.537	0.550
ACHE	SLC6A3	9606.ENSP00000303211	9606.ENSP00000270349	0	0	0	0	0	0	0	0.447	0.447
ACHE	EGFR	9606.ENSP00000303211	9606.ENSP00000275493	0	0	0	0	0	0	0	0.506	0.506
ACHE	APP	9606.ENSP00000303211	9606.ENSP00000284981	0	0	0	0	0.067	0.735	0	0.769	0.937
